Temperature_K,Free_Energy_eV_atom,Lambda,Work_w
300.15199697126627,-32.024597779068756,0.9994936,0.016138119392750574
300.1559910685583,-32.024600377386015,0.9994803,0.016561965588250377
300.1600153041586,-32.02460299548399,0.9994669,0.016988998429748506
300.1640096148535,-32.02460559425329,0.9994536,0.017412844325998312
300.16800403185664,-32.0246081932317,0.9994403,0.017836690089251653
300.17199855517214,-32.0246107924525,0.999427,0.01826053568625146
300.17599318480427,-32.02461339188243,0.9994137,0.018684381150251263
300.1799879207573,-32.0246159915215,0.9994004,0.019108226481251066
300.1840127998463,-32.02461861095126,0.999387,0.019535258451749193
300.18800774925336,-32.02462121107575,0.9993737,0.019959103450249
300.19200280499405,-32.02462381140939,0.9993604,0.020382948315748807
300.1959979670727,-32.02462641195222,0.9993471,0.02080679304824861
300.1999932354935,-32.02462901273749,0.9993338,0.021230637614498414
300.2039886102607,-32.02463161376523,0.9993205,0.02165448201450176
300.20801413299273,-32.024634234560644,0.9993071,0.02208151308049989
300.21200972126513,-32.02463683600737,0.9992938,0.022505357214499692
300.21600541589675,-32.024639437696585,0.9992805,0.022929201182249496
300.2200012168917,-32.024642039628304,0.9992672,0.023353044983749304
300.2239971242544,-32.024644641769264,0.9992539,0.02377688865224911
300.22799313798896,-32.02464724415274,0.9992406,0.024200732154498913
300.2319892580997,-32.02464984677875,0.9992273,0.024624575490498717
300.2360155318096,-32.0246524691845,0.9992139,0.025051605484500382
300.24001186548526,-32.024655072262895,0.9992006,0.025475448521250187
300.2440083055499,-32.02465767555057,0.9991873,0.02589929142499999
300.24800485200774,-32.02466027901426,0.999174,0.026323134228999796
300.252001504863,-32.024662882720534,0.9991607,0.0267469768667496
300.25599826411997,-32.0246654866361,0.9991474,0.027170819371499406
300.25999512978285,-32.024668090727715,0.9991341,0.02759466177649921
300.26399210185593,-32.024670695028654,0.9991208,0.028018504048499017
300.2679891803434,-32.02467329950564,0.9991075,0.028442346220748822
300.27201641967457,-32.02467592370931,0.9990941,0.028869375109250486
300.2760137118039,-32.02467852847244,0.9990808,0.029293217148500292
300.2800111103604,-32.02468113341164,0.9990675,0.029717059088000097
300.2840086153484,-32.02468373849364,0.9990542,0.030140900960999903
300.2880062267721,-32.02468634368517,0.9990409,0.03056474280074971
300.2920039446358,-32.02468894898622,0.9990276,0.030988584607249514
300.29600176894365,-32.024691554363514,0.9990143,0.03141242641374932
300.2999996997,-32.02469415981707,0.999001,0.031836268220249125
300.3039977369091,-32.024696765346874,0.9989877,0.03226011002674893
300.3079958805751,-32.02469937095294,0.9989744,0.03268395183324874
300.3119941307024,-32.02470197660199,0.9989611,0.03310779367299854
300.3159924872951,-32.024704582260725,0.9989478,0.03353163557924835
300.31999095035764,-32.02470718792916,0.9989345,0.033955477552001685
300.3239895198941,-32.024709793607286,0.9989212,0.03437931959125149
300.32801826154525,-32.0247124188535,0.9989078,0.03480634851324962
300.33201704484304,-32.02471502448502,0.9988945,0.03523019075199942
300.33601593462765,-32.024717630092944,0.9988812,0.03565403309049923
300.3400149309033,-32.02472023564399,0.9988679,0.03607787556199903
300.34401403367417,-32.02472284113816,0.9988546,0.03650171816649884
300.3480132429446,-32.02472544657543,0.9988413,0.03692556090399864
300.3520125587188,-32.024728051955826,0.998828,0.03734940377449845
300.3560119810011,-32.024730657246046,0.9988147,0.03777324681124825
300.36001150979564,-32.02473326244608,0.9988014,0.038197090014251596
300.36401114510676,-32.024735867555925,0.9987881,0.0386209333835014
300.3680108869387,-32.024738472509,0.9987748,0.039044776985501205
300.37201073529565,-32.02474107733859,0.9987615,0.03946862078700101
300.376010690182,-32.024743682078,0.9987482,0.03989246475475081
300.38001075160184,-32.02474628669389,0.9987349,0.04031630892200062
300.38401091955956,-32.024748891153,0.9987216,0.04074015332200042
300.38801119405935,-32.024751495488616,0.9987083,0.041163997921500224
300.3920115751055,-32.024754099734004,0.998695,0.04158784268725003
300.39601206270225,-32.02475670382259,0.9986817,0.04201168768574983
300.40001265685385,-32.024759307787654,0.9986684,0.042435532883749634
300.40401335756457,-32.024761911662495,0.9986551,0.04285937824799944
300.4080141648387,-32.02476451541381,0.9986418,0.04328322381174924
300.4120150786804,-32.02476711904159,0.9986285,0.04370706957499904
300.416016099094,-32.02476972254583,0.9986152,0.044130915537748845
300.42001722608376,-32.024772325926534,0.9986019,0.04455476169999865
300.42401845965395,-32.024774929250285,0.9985886,0.04497860799524845
300.42798971414675,-32.024777512943366,0.9985754,0.04539926760824993
300.43199116008907,-32.02478011611934,0.9985621,0.04582311420274973
300.43599271262457,-32.024782719238345,0.9985488,0.046246960930249534
300.43999437175745,-32.024785322300396,0.9985355,0.046670807790749336
300.443996137492,-32.024787925338785,0.9985222,0.04709465475099914
300.4479980098325,-32.02479052838681,0.9985089,0.04751850177774894
300.4519999887831,-32.024793131411165,0.9984956,0.04794234890424874
300.45600207434825,-32.02479573441185,0.9984823,0.04836619613049854
300.46000426653205,-32.02479833742218,0.998469,0.048790043423248344
300.4640065653389,-32.024800940475444,0.9984557,0.049213890749251685
300.46800897077287,-32.02480354357165,0.9984424,0.049637738108501486
300.4720114828384,-32.024806146710795,0.9984291,0.05006158550100129
300.47601410153965,-32.02480874995948,0.9984158,0.05048543286025109
300.48001682688096,-32.02481135331773,0.9984025,0.05090928018625089
300.4840196588665,-32.02481395678553,0.9983892,0.05133312747900069
300.4879924998197,-32.02481654078684,0.998376,0.05175378791699864
300.4919955443047,-32.02481914447319,0.9983627,0.05217763514324844
300.4959986954467,-32.02482174830243,0.9983494,0.05260148230299824
300.50000195325003,-32.02482435230784,0.9983361,0.05302532936300158
300.5040053177189,-32.02482695645615,0.9983228,0.053449176356501385
300.5080087888576,-32.02482956074735,0.9983095,0.05387302328350119
300.5120123666703,-32.02483216521476,0.9982962,0.05429687011075099
300.51601605116144,-32.02483476985838,0.9982829,0.05472071683825079
300.52001984233516,-32.02483737467823,0.9982696,0.05514456346600059
300.5239936353025,-32.02483996008758,0.9982564,0.055565223177998536
300.52799763905205,-32.02484256525932,0.9982431,0.05598906960624834
300.532001749497,-32.02484517060729,0.9982298,0.05641291593475168
300.53600596664154,-32.02484777613152,0.9982165,0.05683676216350148
300.54001029049,-32.0248503817987,0.9982032,0.057260608325751285
300.54401472104655,-32.02485298764214,0.9981899,0.05768445438825109
300.5480192583156,-32.02485559366185,0.9981766,0.05810830035100089
300.551993791798,-32.02485818022903,0.9981634,0.05852895943599883
300.5559985417023,-32.02486078653411,0.9981501,0.058952805265748635
300.56000339833173,-32.02486339294886,0.9981368,0.05937665106224844
300.5640083616907,-32.02486599947328,0.9981235,0.05980049682549824
300.5680134317834,-32.02486860614068,0.9981102,0.06022434252225158
300.5720186086141,-32.024871212917766,0.9980969,0.060648188185751385
300.5759937768746,-32.024873800170546,0.9980837,0.061068847039749324
300.5799991663915,-32.024876407133114,0.9980704,0.06149269266999913
300.5840046626591,-32.02487901417207,0.9980571,0.06191653830024893
300.5880102656817,-32.024881621254096,0.9980438,0.06234038396374873
300.59201597546365,-32.0248842284125,0.9980305,0.06276422962724854
300.5959916726894,-32.02488681604374,0.9980173,0.06318488848125003
300.5999975952,-32.024889423321035,0.998004,0.06360873417799984
300.6040036244827,-32.0248920306081,0.9979907,0.06403257994124964
300.6080097605417,-32.02489463793823,0.9979774,0.06445642573774943
300.61201600338126,-32.02489724531144,0.9979641,0.06488027156749923
300.61599222967783,-32.024899833089755,0.9979509,0.06530093065250073
300.6199986852885,-32.02490244048192,0.9979376,0.06572477661525053
300.62400524769265,-32.024905047883856,0.9979243,0.06614862264450033
300.6280119168944,-32.02490765529555,0.997911,0.06657246874025013
300.6320186928981,-32.0249102626837,0.9978977,0.06699631493574992
300.63599544837103,-32.024912850443755,0.9978845,0.0674169744167514
300.6400024371883,-32.024915457817535,0.9978712,0.0678408207785012
300.6440095328203,-32.0249180652344,0.9978579,0.06826466717350102
300.6480167352712,-32.02492067269436,0.9978446,0.06868851360175082
300.6519939140019,-32.02492326052569,0.9978314,0.06910917331374876
300.6560013293004,-32.02492586793797,0.9978181,0.06953301994149856
300.66000885143063,-32.02492847536,0.9978048,0.06995686663574836
300.6640164803969,-32.02493108279182,0.9977915,0.07038071339649817
300.667994082453,-32.024933670628286,0.9977783,0.07080137340549965
300.6720019243008,-32.02493627811238,0.997765,0.07122522026599945
300.67600987299744,-32.02493888560625,0.9977517,0.07164906719299925
300.6800179285472,-32.02494149310989,0.9977384,0.07207291418649905
300.68399595399615,-32.024944081050734,0.9977252,0.07249357439350054
300.6880042224614,-32.024946688606676,0.9977119,0.07291742148675034
300.69201259779254,-32.02494929620572,0.9976986,0.07334126861325015
300.69602107999384,-32.024951903847864,0.9976853,0.07376511577299995
300.69999952890333,-32.02495449195924,0.9976721,0.07418577611200143
300.7040082240542,-32.02495709975368,0.9976588,0.07460962327175123
300.70801702608793,-32.024959707591236,0.9976455,0.07503347046475103
300.71199579243773,-32.02496229589656,0.9976323,0.07545413083674898
300.7160048074465,-32.02496490388641,0.997619,0.07587797802974877
300.720013929351,-32.02496751195272,0.9976057,0.07630182522274859
300.7239930131792,-32.024970100518175,0.9975925,0.07672248556175006
300.72800234808426,-32.024972708803475,0.9975792,0.07714633268824986
300.7320117898978,-32.02497531719857,0.9975659,0.07757017978149966
300.73602133862414,-32.02497792570345,0.9975526,0.07799402684149946
300.7400008460819,-32.024980514704204,0.9975394,0.07841468704850094
300.74401060784277,-32.02498312342812,0.9975261,0.07883853404200075
300.74802047652923,-32.02498573226184,0.9975128,0.07926238100225055
300.752000301554,-32.024988321622054,0.9974996,0.0796830410772485
300.75601038330046,-32.024990930774834,0.9974863,0.0801068878712483
300.76002057198536,-32.024993540070774,0.997473,0.0805307345987481
300.76400071461524,-32.02499612985666,0.9974598,0.08095139447574959
300.7680111163857,-32.02499873940503,0.9974465,0.08137524110349939
300.7720216251073,-32.0250013491299,0.9974332,0.08179908763149918
300.7760020853803,-32.025003939407696,0.99742,0.08221974724450067
300.7800128072129,-32.02500654945171,0.9974067,0.08264359360625047
300.783993479003,-32.025009140013154,0.9973935,0.08306425308724841
300.7880044139637,-32.02501175037632,0.9973802,0.08348809928274822
300.79201545589694,-32.02501436091603,0.9973669,0.08391194537850155
300.7959964453934,-32.02501695200257,0.9973537,0.0843326045624995
300.8000077004802,-32.025019562894826,0.9973404,0.0847564504587493
300.8040190625523,-32.02502217396365,0.9973271,0.08518029625524912
300.8080003697933,-32.02502476560843,0.9973139,0.08560095510925059
300.81201194504445,-32.02502737706316,0.9973006,0.08602480067300039
300.8159934638701,-32.02502996905789,0.9972874,0.08644545932899834
300.8200052523173,-32.02503258089858,0.9972741,0.08686930465999815
300.8240171477712,-32.025035192949225,0.9972608,0.08729314985800149
300.82799898440464,-32.02503778556848,0.9972476,0.08771380811799943
300.8320110930801,-32.02504039803847,0.9972343,0.08813765304999924
300.83602330877505,-32.025043010751766,0.997221,0.08856149781574904
300.8400054632545,-32.02504560409491,0.9972078,0.08898215558075052
300.8440178921966,-32.025048217327644,0.9971945,0.08940599998075033
300.8480002583281,-32.02505081115323,0.9971813,0.08982665741574827
300.8520129005343,-32.02505342487209,0.997168,0.09025050148324808
300.85599547833493,-32.02505601921327,0.9971548,0.09067115855524957
300.86000833382224,-32.02505863351833,0.9971415,0.09109500219049937
300.8640212963589,-32.02506124813346,0.9971282,0.09151884559299917
300.8680041920942,-32.02506384343041,0.997115,0.09193950193900066
300.8720173679375,-32.02506645873187,0.9971017,0.09236334480950045
300.87600047538405,-32.025069054709995,0.9970885,0.09278400062749839
300.880013864551,-32.02507167073116,0.9970752,0.0932078429327482
300.8839971837258,-32.025074267456716,0.997062,0.09362849815674969
300.8880107862334,-32.025076884264365,0.9970487,0.09405233983024949
300.8919943171532,-32.02507948183671,0.9970355,0.09447299436125098
300.8960081330185,-32.02508209953094,0.9970222,0.09489683530325078
300.90002205597165,-32.02508471770213,0.9970089,0.09532067584625059
300.9040059049402,-32.025087316660915,0.9969957,0.09574132922224854
300.90802004127653,-32.0250899357855,0.9969824,0.09616516896724835
300.9120041020324,-32.02509253572366,0.9969692,0.09658582151824982
300.91601845176905,-32.02509515590177,0.9969559,0.09700966036549963
300.9200027243291,-32.025097756918676,0.9969427,0.0974303119925011
300.92401728748297,-32.025100378217104,0.9969294,0.09785414987550091
300.92800177186405,-32.02510298037905,0.9969162,0.09827480051249886
300.9320165484522,-32.02510560283124,0.9969029,0.09869863739799867
300.93600124467133,-32.02510820617142,0.9968897,0.09911928701200015
300.94001623471075,-32.02511082987753,0.9968764,0.09954312280024995
300.9440011427847,-32.025113434528464,0.9968632,0.09996377125925143
300.9480163462925,-32.025116059555295,0.9968499,0.10038760588375123
300.95200146623813,-32.02511866548397,0.9968367,0.10080825322074918
300.95601688323126,-32.02512129183164,0.9968234,0.10123208668149898
300.96000221506563,-32.02512389910437,0.9968102,0.10165273283050047
300.9640178455611,-32.025126526806346,0.9967969,0.10207656509425027
300.968003389301,-32.02512913545636,0.9967837,0.10249721002224821
300.97201923331596,-32.02513176457945,0.9967704,0.10292104102250155
300.9760049889783,-32.02513437463996,0.9967572,0.10334168469649949
300.9800210465296,-32.025137005217644,0.9967439,0.1037655143999993
300.9840070141313,-32.02513961675498,0.9967307,0.10418615675400078
300.9880232852361,-32.025142248787375,0.9967174,0.1046099851607506
300.9920094647941,-32.025144861735434,0.9967042,0.10503062626074852
300.9959957499365,-32.025147475388614,0.996691,0.10545126673375001
301.0000123410005,-32.02515010955296,0.9966777,0.10587509324524982
301.0039988381246,-32.02515272461703,0.9966645,0.10629573246425131
301.0080156427846,-32.02515536020302,0.9966512,0.10671955771225111
301.0120023519071,-32.025157976644984,0.996638,0.10714019571024905
301.0160193701802,-32.02516061355264,0.9966247,0.10756401979449885
301.0200062913181,-32.02516323130639,0.9966115,0.10798465663750034
301.0240235232213,-32.02516586953582,0.9965982,0.10840847955800013
301.0280106563916,-32.02516848853522,0.996585,0.10882911531199807
301.03199789518425,-32.02517110810754,0.9965718,0.10924975057099956
301.0360154471614,-32.02517374810266,0.9965585,0.10967357196199937
301.0400028980118,-32.02517636882144,0.9965453,0.11009420623100084
301.04402066366157,-32.02517900993839,0.996532,0.11051802665775065
301.0480083265865,-32.025181631671266,0.9965188,0.11093866006874858
301.0519960951549,-32.02518425384469,0.9965056,0.11135929311675007
301.0560141809425,-32.02518689632728,0.9964923,0.11178311241299987
301.06000216161084,-32.02518951934933,0.9964791,0.11220374476800135
301.06402046111367,-32.02519216262027,0.9964658,0.11262756343250115
301.06800865389886,-32.02519478632544,0.9964526,0.11304819525949909
301.0719969523485,-32.02519741033878,0.9964394,0.11346882685550058
301.07601557205294,-32.02520005447508,0.9964261,0.11389264488825038
301.08000408264485,-32.02520267893976,0.9964129,0.11431327618724832
301.08402291610713,-32.02520532349748,0.9963996,0.11473709395399813
301.0880116388582,-32.02520794831421,0.9963864,0.1151577250549996
301.0920004672948,-32.02521057320732,0.9963732,0.1155783561560011
301.0960196210225,-32.025213218029855,0.9963599,0.1160021738895009
301.1000086616436,-32.02521584297694,0.9963467,0.11642280508949884
301.1039978079629,-32.025218467867916,0.9963335,0.11684343642150033
301.1080172819943,-32.025221112588206,0.9963202,0.11726725448750012
301.1120066405234,-32.02522373733444,0.996307,0.11768788611649807
301.1159961047635,-32.0252263619252,0.9962938,0.11810851797649954
301.12001589913683,-32.025229006176104,0.9962805,0.11853233674074937
301.1240055756121,-32.02523163029085,0.9962673,0.11895296922775084
301.1280255838371,-32.02523427402875,0.996254,0.11937678865700065
301.13201547256443,-32.02523689760119,0.9962408,0.1197974218369986
301.1360054670238,-32.025239520819376,0.9962276,0.12021805544600007
301.1400257956546,-32.025242163520375,0.9962143,0.12064187613874988
301.1440160023915,-32.02524478589806,0.9962011,0.12106251073775137
301.14800631487293,-32.025247407788925,0.9961879,0.1214831458977493
301.15199673310315,-32.02525002922608,0.9961747,0.1219037815857508
301.15601748873223,-32.02525267003236,0.9961614,0.12232760447300059
301.1600081192738,-32.025255290463235,0.9961482,0.12274824131599854
301.1639988555768,-32.02525791034097,0.996135,0.12316887878600001
301.1680199317011,-32.02526054944242,0.9961217,0.12359270360174981
301.17201088034085,-32.02526316811499,0.9961085,0.12401334242475129
301.17600193475465,-32.025265786201196,0.9960953,0.12443398190774924
301.1800233314125,-32.02526842349749,0.996082,0.12485780875174904
301.1840145981884,-32.025271040345245,0.9960688,0.12527844962075052
301.188005970751,-32.02527365654033,0.9960556,0.12569909121574846
301.1919974491046,-32.02527627211584,0.9960424,0.12611973350374994
301.19601927293087,-32.02527890688231,0.9960291,0.12654356317399973
301.2000109636804,-32.02528152121918,0.9960159,0.12696420684800125
301.2040027602335,-32.02528413496952,0.9960027,0.12738485118199916
301.2080249046827,-32.025286767863555,0.9959894,0.12780868294699899
301.2120169136572,-32.02528938030884,0.9959762,0.12822932873300047
301.21600902844784,-32.02529199220068,0.995963,0.1286499751459984
301.22000124905895,-32.02529460357217,0.9959498,0.1290706221529999
301.2240238207958,-32.025297234169386,0.9959365,0.12949445651149968
301.2280162538621,-32.025299844467575,0.9959233,0.12991510473950119
301.2320087927615,-32.025302454278496,0.9959101,0.13033575352849913
301.2360014374982,-32.025305063602126,0.9958969,0.1307564028785006
301.2400244365908,-32.02530769223604,0.9958836,0.1311802394980004
301.2440172938165,-32.02531030071817,0.9958704,0.13160088983799834
301.24801025689226,-32.02531290881236,0.9958572,0.13202154063999982
301.25200332582216,-32.025315516551736,0.995844,0.1324421918710013
301.2560267523385,-32.02531814375629,0.9958307,0.1328660302195011
301.2600200337913,-32.02532075095228,0.9958175,0.13328668214349904
301.264013421111,-32.025323357892844,0.9958043,0.13370733439750054
301.26800691430157,-32.02532596461111,0.9957911,0.13412798694849848
301.2720005133675,-32.02532857117336,0.9957779,0.13454863973049996
301.2760244740574,-32.02533119735875,0.9957646,0.13497247947549976
301.2800182856886,-32.02533380370892,0.9957514,0.13539313262050123
301.2840122032076,-32.02533640996933,0.9957382,0.1358137859304992
301.2880062266188,-32.02533901620625,0.995725,0.13623443933950066
301.2920003559263,-32.025341622452835,0.9957118,0.1366550928144986
301.2960248508961,-32.02534424848714,0.9956985,0.13707893309149843
301.30001919281125,-32.02534685485305,0.9956853,0.1374995865994999
301.30401364063533,-32.025349461328055,0.9956721,0.13792024007450138
301.3080081943726,-32.02535206794531,0.9956589,0.13834089348349934
301.3120028540273,-32.025354674704815,0.9956457,0.13876154682650083
301.31602788338347,-32.02535730138951,0.9956324,0.13918538683750065
301.3200227556881,-32.0253599085667,0.9956192,0.1396060399164986
301.32401773392286,-32.025362515985584,0.995606,0.14002669283050007
301.32801281809185,-32.02536512364618,0.9955928,0.14044734557949803
301.33200800819947,-32.02536773158166,0.9955796,0.14086799813049952
301.33600330424974,-32.02537033979203,0.9955664,0.141288650483501
301.33999870624694,-32.02537294827729,0.9955532,0.14170930263849896
301.3440244835993,-32.02537557680108,0.9955399,0.14213314135274874
301.34802009830577,-32.02537818590304,0.9955267,0.14255379304575022
301.3520158189718,-32.025380795346216,0.9955135,0.14297444447474816
301.3560116456017,-32.0253834050975,0.9955003,0.14339509567274966
301.36000757819966,-32.025386015223184,0.9954871,0.14381574657375112
301.3640036167699,-32.025388625690134,0.9954739,0.14423639721074907
301.3679997613165,-32.025391236465225,0.9954607,0.14465704761675058
301.3720262868736,-32.025393867363086,0.9954474,0.14508088450225037
301.3760226441888,-32.02539647882135,0.9954342,0.14550153438024832
301.3800191074932,-32.025399090620944,0.995421,0.14592218399424978
301.38401567679097,-32.02540170276188,0.9954078,0.14634283334425127
301.3880123520863,-32.02540431527732,0.9953946,0.14676348239724923
301.39200913338345,-32.025406928167286,0.9953814,0.14718413115325069
301.3960060206866,-32.025409541365455,0.9953682,0.14760477967824864
301.40000301400005,-32.02541215487189,0.995355,0.14802542797225013
301.40400011332787,-32.025414768752874,0.9953418,0.14844607596924808
301.40802760093777,-32.02541740278029,0.9953285,0.14886991042750142
301.41202491311043,-32.025420017311546,0.9953153,0.14929055792949938
301.4160223313103,-32.02542263218427,0.9953021,0.14971120516750086
301.42001985554145,-32.02542524739844,0.9952889,0.15013185214149882
301.42401748580824,-32.02542786295409,0.9952757,0.1505524988515003
301.42801522211477,-32.02543047881807,0.9952625,0.15097314533049824
301.43201306446537,-32.0254330949904,0.9952493,0.15139379157849975
301.4360110128642,-32.025435711504244,0.9952361,0.15181443756250124
301.4400090673155,-32.02543832835961,0.9952229,0.15223508328249918
301.4440072278235,-32.025440945556525,0.9952097,0.15265572873850064
301.4480054943923,-32.025443563094996,0.9951965,0.1530763739304986
301.4520038670263,-32.02544618097504,0.9951833,0.1534970188585001
301.45600234572964,-32.02544879919667,0.9951701,0.15391766352250158
301.4600009305065,-32.02545141775988,0.9951569,0.15433830792249953
301.4639996213612,-32.02545403669788,0.9951437,0.154758952025501
301.468028712619,-32.02545667585424,0.9951304,0.1551827825270008
301.4720276164456,-32.025459295542404,0.9951172,0.15560342603599875
301.4760266263627,-32.02546191560538,0.995104,0.15602406924800022
301.48002574237444,-32.0254645360432,0.9950908,0.15644471216299818
301.4840249644852,-32.02546715688903,0.9950776,0.15686535474799967
301.48802429269904,-32.025469778142885,0.9950644,0.15728599700300117
301.4920237270203,-32.025472399804784,0.9950512,0.1577066389279991
301.4960232674531,-32.02547502187475,0.995038,0.15812728052300057
301.5000229140017,-32.025477644385944,0.9950248,0.15854792175499854
301.50402266667044,-32.0254802673384,0.9950116,0.158968562624
301.5080225254634,-32.02548289069898,0.9949984,0.15938920316300148
301.51202249038477,-32.02548551450085,0.9949852,0.15980984333899942
301.51602256143894,-32.02548813874403,0.994972,0.1602304831520009
301.52002273862996,-32.02549076342854,0.9949588,0.16065112260199885
301.5240230219622,-32.02549338858756,0.9949456,0.16107176165600035
301.5280234114398,-32.02549601418796,0.9949324,0.1614924003469983
301.532023907067,-32.02549864022974,0.9949192,0.1619130386749998
301.5360245088481,-32.025501266712915,0.994906,0.16233367664000126
301.54002521678717,-32.025503893604345,0.9948928,0.1627543142749992
301.5440260308886,-32.02550652090404,0.9948796,0.16317495158000067
301.54802695115643,-32.02550914864519,0.9948664,0.16359558852199862
301.5520279775951,-32.02551177682781,0.9948532,0.1640162251010001
301.55602911020867,-32.02551440541875,0.99484,0.16443686135000163
301.56003034900147,-32.02551703438485,0.9948268,0.16485749730199956
301.56400138035895,-32.02551964380659,0.9948137,0.16527494632324918
301.56800283071834,-32.025522273522476,0.9948005,0.16569558168125065
301.5720043872695,-32.025524903580404,0.9947873,0.1661162167752486
301.57600605001676,-32.02552753398037,0.9947741,0.16653685160525009
301.58000781896436,-32.025530164722404,0.9947609,0.16695748617125156
301.5840096941164,-32.02553279577335,0.9947477,0.1673781205062495
301.5880116754772,-32.02553542710003,0.9947345,0.167798754643251
301.592013763051,-32.02553805870245,0.9947213,0.16821938858224894
301.596015956842,-32.02554069054747,0.9947081,0.16864002235625042
301.6000182568544,-32.02554332260191,0.9946949,0.16906065599824838
301.6040206630925,-32.02554595486577,0.9946817,0.16948128950824987
301.6080231755605,-32.025548587339074,0.9946685,0.16990192288625133
301.6120257942626,-32.02555121998865,0.9946553,0.17032255616524927
301.61602851920304,-32.02555385274814,0.9946421,0.17074318941125075
301.62003135038606,-32.02555648561756,0.9946289,0.1711638226242487
301.6240039621329,-32.02555909864981,0.9946158,0.17158126918924832
301.62800700500884,-32.025561731672134,0.9946026,0.1720019024022498
301.63201015414,-32.02556436470488,0.9945894,0.1724225356812513
301.6360134095306,-32.02556699774802,0.9945762,0.17284316902624924
301.64001677118495,-32.025569630801556,0.994563,0.17326380243725073
301.6440202391072,-32.02557226383231,0.9945498,0.17368443594724867
301.6480238133016,-32.0255748968071,0.9945366,0.17410506958925015
301.65202749377244,-32.025577529725936,0.9945234,0.17452570336325163
301.6560312805238,-32.02558016255561,0.9945102,0.17494633730224957
301.66000484063755,-32.025582775317915,0.9944971,0.1753637848169992
301.6640088391577,-32.02558540790234,0.9944839,0.1757844191520007
301.66801294397106,-32.02558804036442,0.9944707,0.1762050536849986
301.672017155082,-32.025590672670965,0.9944575,0.17662568844900012
301.67602147249477,-32.025593304788785,0.9944443,0.17704632347700158
301.6800258962134,-32.02559593671788,0.9944311,0.17746695876899954
301.6840304262423,-32.025598568425046,0.9944179,0.177887594358001
301.6880047240319,-32.025601180007435,0.9944048,0.1783050435757506
301.6920094658885,-32.025603811303334,0.9943916,0.17872567972574857
301.69601431406795,-32.025606442344106,0.9943784,0.17914631620575006
301.7000192685746,-32.02560907316291,0.9943652,0.17956695298275152
301.7040243294125,-32.02561170375975,0.994352,0.17998759005674947
301.7080294965861,-32.025614334167805,0.9943388,0.18040822739475096
301.7120044267185,-32.025616944395,0.9943257,0.18082567841375058
301.7160098057703,-32.02561957429212,0.9943125,0.18124631641174851
301.7200152911704,-32.02562220400043,0.9942993,0.18166695467375
301.72402088292296,-32.025624833486724,0.9942861,0.18208759323275148
301.7280265810322,-32.02562746275101,0.9942729,0.18250823208874944
301.7320323855025,-32.02563009182645,0.9942597,0.1829288712087509
301.73600794812876,-32.025632700796955,0.9942466,0.18334632393075054
301.7400139645278,-32.02563532949412,0.9942334,0.1837669635787485
301.74402008730056,-32.02563795803562,0.9942202,0.18418760345774998
301.7480263164512,-32.02564058645464,0.994207,0.18460824353475147
